Id|Title|Body
123198|<t>How</t> <t>do</t> <t>I</t> <t>copy</t> <t>a</t> <t>file</t> <t>in</t> <t>python</t><t></t>?|"<t>How</t> <t>do</t> <t>I</t> <t>copy</t> <t>a</t> <t>file</t> <t>in</t> <t>Python</t><t></t>? <t>I</t> <t>couldn't</t> <t>find</t> <t>anything</t> <t>under</t> <code><c>os</c></code><t></t><t></t><t></t>.
"
4934806|<t>How</t> <t>can</t> <t>I</t> <t>find</t> <t>script's</t> <t>directory</t> <t>with</t> <t>Python</t><t></t>?|"<t>Consider</t> <t>the</t> <t>following</t> <t>Python</t> <t>code</t><t></t>:

<code><c>import</c> <c>os</c>
<c>print</c> <c>os</c><c>.</c><c>getcwd(</c>)
</code>

<t>I</t> <t>use</t> <code><c>os</c><c>.</c><c>getcwd(</c>)</code> <t>to</t> <t>get</t> <t>the</t> <t>script</t> <t>file's</t> <t>directory</t> <t>location</t><t></t>. <t>When I</t> <t>run</t> <t>the</t> <t>script</t> <t>from</t> <t>the</t> <t>command</t> <t>line</t> <t>it</t> <t>gives</t> <t>me</t> <t>the</t> <t>correct</t> <t>path</t> <t>whereas</t> <t>when</t> <t>I</t> <t>run</t> <t>it</t> <t>from</t> <t>a</t> <t>script</t> <t>run</t> <t>by</t> <t>code</t> <t>in</t> <t>a</t> <t>Django</t> <t>view</t> <t>it</t> <t>prints</t> <code><c>/</c></code><t></t><t></t>.

<t>How</t> <t>can</t> <t>I</t> <t>get</t> <t>the</t> <t>path</t> <t>to</t> <t>the</t> <t>script</t> <t>from</t> <t>within</t> <t>a</t> <t>script</t> <t>run</t> <t>by</t> <t>a</t> <t>Django</t> <t>view</t><t></t>?

<t>UPDATE</t><t></t>:
<t>Summing</t> <t>up</t> <t>the</t> <t>answers</t> <t>thus</t> <t>far</t> <t>-</t> <code><c>os</c><c>.</c><c>getcwd(</c>)</code> <t>and</t> <code><c>os</c><c>.</c><c>path</c><c>.</c><c>abspath(</c>)</code> <t>both</t> <t>give</t> <t>the</t> <t>current</t> <t>working</t> <t>directory</t> <t>which</t> <t>may</t> <t>or</t> <t>may</t> <t>not</t> <t>be</t> <t>the</t> <t>directory</t> <t>where</t> <t>the</t> <t>script</t> <t>resides</t><t></t>. <t>In</t> <t>my</t> <t>web</t> <t>host</t> <t>setup</t> <code><c><</c><c>code</c><c>></c><c>__file__</c></code><t></code></t> <t>gives</t> <t>only</t> <t>the</t> <t>filename</t> <t>without</t> <t>the</t> <t>path</t><t></t>.

<t>Isn't</t> <t>there</t> <t>any</t> <t>way</t> <t>in</t> <t>Python</t> <t>to</t> (<t>always</t>) <t>be</t> <t>able</t> <t>to</t> <t>receive</t> <t>the</t> <t>path</t> <t>in</t> <t>which</t> <t>the</t> <t>script</t> <t>resides</t><t></t><t></t>?
"
12309269|<t>How</t> <t>do</t> <t>I</t> <t>write</t> <t>JSON</t> <t>data</t> <t>to</t> <t>a</t> <t>file</t><t></t>?|"<t>I</t> <t>have</t> <t>JSON</t> <t>data</t> <t>stored</t> <t>in</t> <t>the</t> <t>variable</t> <code><c>data</c></code><t></t><t></t>.

<t>I</t> <t>want</t> <t>to</t> <t>write</t> <t>this</t> <t>to</t> <t>a</t> <t>text</t> <t>file</t> <t>for</t> <t>testing</t> <t>so</t> <t>I</t> <t>don't</t> <t>have</t> <t>to</t> <t>grab</t> <t>the</t> <t>data</t> <t>from</t> <t>the</t> <t>server</t> <t>each</t> <t>time</t><t></t>.

<t>Currently</t><t></t>, <t>I</t> <t>am</t> <t>trying</t> <t>this</t><t></t>:

<code><c>obj</c> <c>=</c> <c>open(</c>'<c>data</c><c>.</c><c>txt</c>', '<c>wb</c>')
<c>obj</c><c>.</c><c>write(</c><c>data</c>)
<c>obj</c><c>.</c><c>close</c>
</code>

<t>And</t> <t>am</t> <t>receiving</t> <t>the</t> <t>error</t><t></t>: 

<code><c>TypeError</c><c>:</c> <c>must</c> <c>be</c> <c>string</c> <c>or</c> <c>buffer</c>, <c>not</c> <c>dict</c></code>

<t>How</t> <t>to</t> <t>fix</t> <t>this</t><t></t><t></t>?
"
1747817|<t>Create</t> <t>a</t> <t>dictionary</t> <t>with</t> <t>list</t> <t>comprehension</t> <t>in</t> <t>Python</t>|"<t>I</t> <t>like</t> <t>the</t> <t>Python</t> <t>list</t> <t>comprehension</t> <t>syntax</t><t></t>.

<t>Can</t> <t>it</t> <t>be</t> <t>used</t> <t>to</t> <t>create</t> <t>dictionaries</t> <t>too</t><t></t>? <t>For</t> <t>example</t><t></t>, <t>by</t> <t>iterating</t> <t>over</t> <t>pairs</t> <t>of</t> <t>keys</t> <t>and</t> <t>values</t><t></t>:

<code><c>mydict</c> <c>=</c> {(<c>k</c>,<c>v</c>) <c>for</c> (<c>k</c>,<c>v</c>) <c>in</c> <c>blah</c> <c>blah</c> <c>blah</c>}  # <c>doesn</c>'<c>t</c> <c>work</c>
</code><t></t>
"
865115|<t>How</t> <t>do</t> <t>I</t> <t>correctly</t> <t>clean</t> <t>up</t> <t>a</t> <t>Python</t> <t>object</t><t></t><t></t>?|"<code><c>class</c> <c>Package</c><c>:</c>
    <c>def</c> <c>__init__(</c><c>self</c>)<c>:</c>
        <c>self</c><c>.</c><c>files</c> <c>=</c> []

    # ...

    <c>def</c> <c>__del__(</c><c>self</c>)<c>:</c>
        <c>for</c> <c>file</c> <c>in</c> <c>self</c><c>.</c><c>files</c><c>:</c>
            <c>os</c><c>.</c><c>unlink(</c><c>file</c>)
</code>

<code><c>__del__(</c><c>self</c>)</code> <t>above</t> <t>fails</t> <t>with</t> <t>an</t> <t>AttributeError</t> <t>exception</t><t></t>.  <t>I</t> <t>understand</t> <t>Python</t> <t>doesn't</t> <t>guarantee</t> <t>the</t> <t>existence</t> <t>of</t> ""<t>global</t> <t>variables</t>"" (<t>member</t> <t>data</t> <t>in</t> <t>this</t> <t>context</t><t></t>?) <t>when</t> <code><c>__del__(</c>)</code> <t>is</t> <t>invoked</t><t></t>.  <t>If</t> <t>that</t> <t>is</t> <t>the</t> <t>case</t> <t>and</t> <t>this</t> <t>is</t> <t>the</t> <t>reason</t> <t>for</t> <t>the</t> <t>exception</t><t></t>, <t>how</t> <t>do</t> <t>I</t> <t>make</t> <t>sure</t> <t>the</t> <t>object</t> <t>destructs</t> <t>properly</t><t></t><t></t>?
"
9252543|<t>ImportError</t><t></t>: <t>Cannot</t> <t>import</t> <t>name</t> <t>X</t>|"<t>I</t> <t>have</t> <t>four</t> <t>different</t> <t>files</t> <t>named</t><t></t>: <t>main</t><t></t>, <t>vector</t><t></t>, <t>entity</t><t></t>, <t>and</t> <t>physics</t><t></t>. <t>I</t> <t>will</t> <t>not</t> <t>post</t> <t>all</t> <t>the</t> <t>code</t><t></t>, <t>mostly</t> <t>just</t> <t>the</t> <t>imports</t><t></t>, <t>because</t> <t>I</t> <t>think</t> <t>that's</t> <t>where</t> <t>the</t> <t>error</t> <t>is</t><t></t>. <t>But</t> <t>if</t> <t>you</t> <t>want</t><t></t>, <t>I</t> <t>can</t> <t>post</t> <t>more</t><t></t>.

<t>Main</t><t></t>:

<code><c>import</c> <c>time</c>
<c>from</c> <c>entity</c> <c>import</c> <c>Ent</c>
<c>from</c> <c>vector</c> <c>import</c> <c>Vect</c>
#<c>the</c> <c>rest</c> <c>just</c> <c>creates</c> <c>an</c> <c>entity</c> <c>and</c> <c>prints</c> <c>the</c> <c>result</c> <c>of</c> <c>movement</c>
</code>

<t>Entity</t><t></t>:

<code><c>from</c> <c>vector</c> <c>import</c> <c>Vect</c>
<c>from</c> <c>physics</c> <c>import</c> <c>Physics</c>
<c>class</c> <c>Ent</c><c>:</c>
    #<c>holds</c> <c>vector</c> <c>information</c> <c>and</c> <c>id</c>
<c>def</c> <c>tick(</c><c>self</c>, <c>dt</c>)<c>:</c>
    #<c>this</c> <c>is</c> <c>where</c> <c>physics</c> <c>changes</c> <c>the</c> <c>velocity</c> <c>and</c> <c>position</c> <c>vectors</c>
</code>

<t>Vector</t><t></t>:

<code><c>from</c> <c>math</c> <c>import</c> <c>*</c>
<c>class</c> <c>Vect</c><c>:</c>
    #<c>holds</c> <c>i</c>, <c>j</c>, <c>k</c>, <c>and</c> <c>does</c> <c>vector</c> <c>math</c>
</code>

<t>Physics</t><t></t>:

<code><c>from</c> <c>entity</c> <c>import</c> <c>Ent</c>
<c>class</c> <c>Physics</c><c>:</c>
    #<c>physics</c> <c>class</c> <c>gets</c> <c>an</c> <c>entity</c> <c>and</c> <c>does</c> <c>physics</c> <c>calculations</c> <c>on</c> <c>it</c><c>.</c>
</code>

<t>I</t> <t>then</t> <t>run</t> <t>from</t> <t>main</t>.<t>py</t> <t>and</t> <t>I</t> <t>get</t> <t>the</t> <t>following</t> <t>error</t><t></t>:

<code><c>Traceback</c> (<c>most</c> <c>recent</c> <c>call</c> <c>last</c>)<c>:</c>
<c>File</c> ""<c>main</c><c>.</c><c>py</c>"", <c>line</c> <c>2</c>, <c>in</c> <c>&lt;</c><c>module</c><c>&gt;</c>
    <c>from</c> <c>entity</c> <c>import</c> <c>Ent</c>
<c>File</c> ""...<c>/entity.py</c>"", <c>line</c> <c>5</c>, <c>in</c> <c>&lt;</c><c>module</c><c>&gt;</c>
    <c>from</c> <c>physics</c> <c>import</c> <c>Physics</c>
<c>File</c> ""...<c>/physics.py</c>"", <c>line</c> <c>2</c>, <c>in</c> <c>&lt;</c><c>module</c><c>&gt;</c>
    <c>from</c> <c>entity</c> <c>import</c> <c>Ent</c>
<c>ImportError</c><c>:</c> <c>cannot</c> <c>import</c> <c>name</c> <c>Ent</c>
</code>

<t>I</t> <t>am</t> <t>very</t> <t>new</t> <t>to</t> <t>python</t><t></t>, <t>but</t> <t>have</t> <t>worked</t> <t>with</t> <t>C++</t> <t>for</t> <t>a</t> <t>long</t> <t>time</t><t></t>. <t>I</t> <t>am</t> <t>guessing</t> <t>that</t> <t>the</t> <t>cause</t> <t>is</t> <t>from</t> <t>importing</t> <t>entity</t> <t>twice</t><t></t>, <t>once</t> <t>in</t> <t>main</t><t></t>, <t>and</t> <t>later</t> <t>in</t> <t>physics</t><t></t>, <t>but</t> <t>I</t> <t>don't</t> <t>know</t> <t>a</t> <t>workaround</t><t></t>. <t>Anyone</t> <t>help</t><t></t><t></t>?
"
11178061|<t>Print</t> <t>list</t> <t>without</t> <t>brackets</t> <t>in</t> <t>a</t> <t>single</t> <t>row</t>|"<t>I</t> <t>have</t> <t>a</t> <t>list</t> <t>in</t> <t>Python</t>
<t>e.g.</t>

<code><c>names</c> <c>=</c> [""<c>Sam</c>"", ""<c>Peter</c>"", ""<c>James</c>"", ""<c>Julian</c>"", ""<c>Ann</c>""]
</code>

<t>I</t> <t>want</t> <t>to</t> <t>print</t> <t>the</t> <t>array</t> <t>in</t> <t>a</t> <t>single</t> <t>line</t> <t>without</t> <t>the</t> <t>normal</t><t></t> "" <t>[]</t>

<code><c>names</c> <c>=</c> [""<c>Sam</c>"", ""<c>Peter</c>"", ""<c>James</c>"", ""<c>Julian</c>"", ""<c>Ann</c>""]
<c>print</c> (<c>names</c>)
</code>

<t>Will</t> <t>give</t> <t>the</t> <t>output</t> <t>as;</t>

<code>[""<c>Sam</c>"", ""<c>Peter</c>"", ""<c>James</c>"", ""<c>Julian</c>"", ""<c>Ann</c>""]
</code>

<t>That</t> <t>is</t> <t>not</t> <t>the</t> <t>format</t> <t>I</t> <t>want</t> <t>instead</t> <t>I</t> <t>want</t> <t>it</t> <t>to</t> <t>be</t> <t>like</t> <t>this;</t>

<code><c>Sam</c>, <c>Peter</c>, <c>James</c>, <c>Julian</c>, <c>Ann</c>
</code>

<t>Note</t><t></t>: <t>It</t> <t>must</t> <t>be</t> <t>in</t> <t>a</t> <t>single</t> <t>row</t><t></t><t></t>.
"
7696924|<t>Way</t> <t>to</t> <t>create</t> <t>multiline</t> <t>comments</t> <t>in</t> <t>Python</t><t></t>?|"<t>I</t> <t>have</t> <t>recently</t> <t>started</t> <t>studying</t> <t>Python</t><t></t>, <t>but</t> <t>I</t> <t>couldn't</t> <t>find</t> <t>how</t> <t>to</t> <t>implement</t> <t>multi-line</t> <t>comments</t><t></t>. <t>Most</t> <t>languages</t> <t>have</t> <t>block</t> <t>comment</t> <t>symbols</t> <t>like</t> 

<code><c>/*</c> 

<c>*</c><c>/
</c></code>

<t>I</t> <t>tried</t> <t>this</t> <t>in</t> <t>Python</t><t></t>, <t>but</t> <t>it</t> <t>throws</t> <t>an</t> <t>error</t><t></t>, <t>so</t> <t>this</t> <t>probably</t> <t>is</t> <t>not</t> <t>the</t> <t>correct</t> <t>way</t><t></t>. <t>Does Python</t> <t>actually</t> <t>have</t> <t>a</t> <t>multiline</t> <t>comment</t> <t>feature</t><t></t><t></t>?
"
954834|<t>How</t> <t>do</t> <t>I</t> <t>use</t> <t>raw_input</t> <t>in</t> <t>Python</t> <t>3</t><t></t>|"<code><c>import</c> <c>sys</c>
<c>print</c> (<c>sys</c><c>.</c><c>platform</c>)
<c>print</c> (<c>2</c> <c>**</c> <c>100</c>)
<c>raw_input(</c> )
</code>

<t>I</t> <t>am</t> <t>using</t> <t>Python</t> <t>3.1</t> <t>and</t> <t>can't</t> <t>get</t> <t>the</t> <t>raw_input</t> <t>to</t> ""<t>freeze</t>"" <t>the</t> <t>dos</t> <t>pop-up</t><t></t>. <t>The</t> <t>book</t> <t>I'm</t> <t>reading</t> <t>is</t> <t>for</t> <t>2.5</t> <t>and</t> <t>I'm</t> <t>using</t> <t>3.1</t>

<t>What</t> <t>should</t> <t>I</t> <t>do</t> <t>to</t> <t>fix</t> <t>this</t><t></t><t></t>?
"
4142151|<t>How</t> <t>to</t> <t>import</t> <t>the</t> <t>class</t> <t>within</t> <t>the</t> <t>same</t> <t>directory</t> <t>or</t> <t>sub</t> <t>directory</t><t></t>?|"<t>I</t> <t>have</t> <t>a</t> <t>directory</t> <t>that</t> <t>stores</t> <t>all</t> <t>the</t><t></t> .<t>py</t> <t>files</t><t></t>.

<code><c>bin</c><c>/
</c>   <c>main</c><c>.</c><c>py</c>
   <c>user</c><c>.</c><c>py</c> # <c>where</c> <c>class</c> <c>User</c> <c>resides</c>
   <c>dir</c><c>.</c><c>py</c> # <c>where</c> <c>class</c> <c>Dir</c> <c>resides</c>
</code>

<t>I</t> <t>want</t> <t>to</t> <t>use</t> <t>classes</t> <t>from</t> <t>user</t>.<t>py</t> <t>and</t> <t>dir</t>.<t>py</t> <t>in</t> <t>main.py.</t>
<t>How</t> <t>can</t> <t>I</t> <t>import</t> <t>these</t> <t>Python</t> <t>classes</t> <t>into</t> <t>main</t>.<t>py</t><t></t>?
<t>Furthermore</t><t></t>, <t>how</t> <t>can</t> <t>I</t> <t>import</t> <t>class</t> <code><c>User</c></code> <t>if</t> <t>user</t>.<t>py</t> <t>is</t> <t>in</t> <t>a</t> <t>sub</t> <t>directory</t><t></t>?

<code><c>bin</c><c>/
</c>    <c>dir</c><c>.</c><c>py</c>
    <c>main</c><c>.</c><c>py</c>
    <c>usr</c><c>/
</c>        <c>user</c><c>.</c><c>py</c>
</code><t></t>
"
1934675|<t>How</t> <t>to</t> <t>execute</t> <t>Python</t> <t>scripts</t> <t>in</t> <t>Windows</t><t></t>?|"<t>I</t> <t>have</t> <t>a</t> <t>simple</t> <t>script</t> <t>blah</t>.<t>py</t> (<t>using</t> <t>Python</t> <t>2</t><t></t>):

<code><c>import</c> <c>sys</c>
<c>print</c> <c>sys</c><c>.</c><c>argv</c>[<c>1</c>]
</code>

<t>If I</t> <t>execute</t> <t>my</t> <t>script</t> <t>by</t><t></t>:

<code><c>python</c> <c>c:/..../blah.py</c> <c>argument</c>
</code>

<t>It</t> <t>prints</t> <t>argument</t> <t>but</t> <t>if</t> <t>I</t> <t>execute</t> <t>script</t> <t>by</t><t></t>:

<code><c>blah</c><c>.</c><c>py</c> <c>argument</c>
</code>

<t>error</t> <t>occurs</t><t></t>:


  <t>IndexError...</t>


<t>So</t> <t>arguments</t> <t>do</t> <t>not</t> <t>pass</t> <t>to</t> <t>script</t><t></t>.

<t>python</t>.<t>exe</t> <t>in</t> <t>PATH</t><t></t>. <t>Folder</t> <t>with</t> <t>blah</t>.<t>py</t> <t>also</t> <t>in</t> <t>PATH</t><t></t>.
<t>python</t>.<t>exe</t> <t>is</t> <t>default</t> <t>program</t> <t>to</t> <t>execute</t> <t>*</t>.<t>py</t> <t>files</t><t></t>.

<t>What</t> <t>is</t> <t>the</t> <t>problem</t><t></t><t></t>?
"
